brand,engine_code,displacement,fuel_type,rating,weakness_count,models,year_min,year_max
Fiat,GSE-T3-MH,1.0L FireFly Mild-Hybrid,Benzin,neutral,4,500 312; Panda 319,2020,2024
Fiat,GSE-T4-MH,1.5L FireFly Turbo Mild-Hybrid,Benzin,neutral,5,500X 334; Tipo 356,2022,2025
Fiat,198A1,1.4L T-Jet Turbo,Benzin,recommended,3,Bravo 198,2007,2014
Fiat,198A7,1.4L MultiAir Turbo,Benzin,recommended,3,Bravo 198,2010,2014
Fiat,350A1,1.4L 8V,Benzin,recommended,5,Punto 188; Punto 199; Panda 169; Panda 319; 500 312,2005,2020
Fiat,955A2-TJet,1.4L T-Jet Turbo,Benzin,recommended,2,Tipo 356,2015,2020
Fiat,ED3,2.4L Tigershark,Benzin,recommended,4,Freemont JC,2014,2016
Fiat,GSE-T4,1.3L Turbo,Benzin,recommended,4,500X 334,2018,2022
Fiat,M16A,1.6L 16V,Benzin,recommended,4,Sedici FY,2005,2014
Ford,1Z,1.9L TDI,Diesel,avoid,6,Galaxy WGR,1996,2006
Ford,AFN,1.9L TDI,Diesel,avoid,7,Galaxy WGR,1997,2000
Ford,ASZ,1.9L TDI,Diesel,avoid,7,Galaxy WGR,2003,2006
Ford,AUY,1.9L TDI,Diesel,avoid,7,Galaxy WGR,2000,2006
Ford,BCCC,2.0L EcoBlue,Diesel,avoid,7,S-Max II; Galaxy III,2018,2023
Ford,BCCD,2.0L EcoBlue,Diesel,avoid,8,Mondeo CD391,2019,2022
Ford,BGDA,2.5L Duratec Atkinson,Benzin,avoid,7,Kuga III,2019,2026
Ford,BHPA,1.8L Duratorq TDCi,Diesel,avoid,6,C-Max DM2,2007,2010
Ford,Duratorq-2.2-TDCi,2.2L TDCi,Diesel,avoid,6,Ranger III,2011,2019
Ford,DV6,1.6L Duratorq TDCi,Diesel,avoid,6,Mondeo BA7,2011,2014
Ford,EcoBlue-2.0-Focus-STH,2.0L EcoBlue,Diesel,avoid,7,Focus Mk4,2018,2026
Ford,EcoBlue-2.0-Ranger,2.0L EcoBlue,Diesel,avoid,7,Ranger III,2019,2022
Ford,EcoBoost-1.6-Kuga2,1.6L EcoBoost,Benzin,avoid,7,Kuga II,2012,2016
Ford,EcoBoost-2.0-Edge,2.0L EcoBoost,Benzin,avoid,6,Edge II,2016,2019
Ford,F9DA,1.8L TDCi,Diesel,avoid,6,Focus DAW; Focus DA3,2001,2015
Ford,G8DA,1.6L TDCi,Diesel,avoid,6,Focus DA3; C-Max DM2,2003,2012
Ford,G8DA-44kW,1.6L TDCi 60PS,Diesel,avoid,6,Focus FLH,2005,2011
Ford,HHDA,1.6L TDCi,Diesel,avoid,6,Focus DA3,2005,2012
Ford,HHJA,1.6L TDCi,Diesel,avoid,6,Fiesta JA8,2009,2012
Ford,HJBA,1.8L TDCi,Diesel,avoid,6,Focus DA3,2005,2007
Ford,JQDA,1.6L EcoBoost,Benzin,avoid,7,Focus DYB,2011,2014
Ford,JQDB,1.6L EcoBoost,Benzin,avoid,7,C-Max DXA,2010,2015
Ford,JTDB,1.6L EcoBoost,Benzin,avoid,7,C-Max DXA,2010,2015
Ford,JTWA,1.6L EcoBoost,Benzin,avoid,7,S-Max WA6; Galaxy WA6,2010,2015
Ford,KNWA,2.2L Duratorq TDCi,Diesel,avoid,7,S-Max WA6; Galaxy WA6,2010,2015
Ford,M1CA,1.0L EcoBoost,Benzin,avoid,7,Mondeo CD391,2014,2018
Ford,M1DA,1.0L EcoBoost,Benzin,avoid,6,Fiesta JA8; B-Max I; EcoSport I; C-Max DXA,2012,2017
Ford,M2DA,1.0L EcoBoost,Benzin,avoid,6,Focus DYB; C-Max DXA,2011,2015
Ford,M2NA,1.0L EcoBoost,Benzin,avoid,6,EcoSport I,2017,2022
Ford,M8DB,1.5L EcoBoost,Benzin,avoid,7,C-Max DXA,2015,2019
Ford,M9DA,1.5L EcoBoost,Benzin,avoid,6,Focus DEH,2018,2024
Ford,M9DB,1.5L EcoBoost,Benzin,avoid,7,C-Max DXA,2015,2019
Ford,P4JB,1.0L EcoBoost,Benzin,avoid,6,Puma II,2020,2021
Ford,QJBA,2.2L Duratorq TDCi,Diesel,avoid,6,Mondeo B4Y,2003,2007
Ford,QYBA,1.8L Duratorq TDCi,Diesel,avoid,6,Mondeo BA7,2007,2010
Ford,QYWA,1.8L Duratorq TDCi,Diesel,avoid,7,S-Max WA6; Galaxy WA6,2006,2010
Ford,R9CB,2.0L EcoBoost,Benzin,avoid,6,Mondeo CD391,2014,2022
Ford,R9CD,2.0L EcoBoost,Benzin,avoid,6,S-Max II; Galaxy III,2015,2019
Ford,R9DA,2.0L Ti-VCT,Benzin,avoid,6,Focus DYB,2011,2018
Ford,R9MA,2.0L EcoBoost,Benzin,avoid,6,Kuga II; Kuga III,2017,2021
Ford,SFDA,1.6L TDCi,Diesel,avoid,6,Fiesta JA8,2012,2017
Ford,T1DA,1.6L TDCi,Diesel,avoid,6,Focus DYB,2011,2019
Ford,T1DB,1.6L Duratorq TDCi,Diesel,avoid,6,C-Max DXA,2010,2015
Ford,T1WA,1.6L Duratorq TDCi,Diesel,avoid,9,S-Max WA6; Galaxy WA6,2010,2015
Ford,T3DB,1.6L Duratorq TDCi,Diesel,avoid,6,C-Max DXA,2010,2015
Ford,T7CE,2.0L EcoBlue TDCi,Diesel,avoid,7,Mondeo CD391,2014,2022
Ford,T7CI,2.0L EcoBlue TDCi,Diesel,avoid,9,S-Max II; Galaxy III,2015,2019
Ford,T7DB,2.0L EcoBlue TDCi,Diesel,avoid,8,C-Max DXA,2015,2019
Ford,T8CC,2.0L EcoBlue TDCi,Diesel,avoid,7,Mondeo CD391; Kuga II; Edge II,2014,2022
Ford,T8CG,2.0L EcoBlue TDCi,Diesel,avoid,7,S-Max II; Galaxy III,2015,2019
Ford,T9CA,2.0L EcoBlue TDCi,Diesel,avoid,7,Mondeo CD391,2015,2022
Ford,T9CB,2.0L EcoBlue TDCi,Diesel,avoid,7,S-Max II; Galaxy III,2015,2019
Ford,TNBA,2.0L EcoBoost,Benzin,avoid,6,Mondeo BA7,2010,2014
Ford,TNCD,2.0L EcoBoost,Benzin,avoid,6,Mondeo BA7; Mondeo CD391,2010,2022
Ford,TNWA,2.0L EcoBoost,Benzin,avoid,7,Galaxy WA6,2010,2015
Ford,TPBA,2.0L EcoBoost,Benzin,avoid,6,Mondeo BA7; S-Max WA6,2010,2015
Ford,TXDA,2.0L EcoBlue,Diesel,avoid,7,Focus DEH,2018,2024
Ford,TXWA,2.0L Duratorq TDCi,Diesel,avoid,10,S-Max WA6; Galaxy WA6,2010,2015
Ford,TZJA,1.5L TDCi,Diesel,avoid,6,Focus DYB,2012,2019
Ford,UNCA,1.5L EcoBoost,Benzin,avoid,7,Mondeo CD391,2014,2022
Ford,YLCB,2.0L EcoBlue Bi-Turbo,Diesel,avoid,7,S-Max II; Galaxy III; Edge II,2018,2024
Ford,YMCB,2.0L EcoBlue,Diesel,avoid,7,S-Max II; Galaxy III,2018,2023
Ford,YMCC,2.0L EcoBlue,Diesel,avoid,8,Mondeo CD391,2019,2022
Ford,YMDA,2.0L EcoBlue,Diesel,avoid,8,Kuga III,2019,2024
Ford,YNCA,2.0L EcoBlue,Diesel,avoid,7,S-Max II; Galaxy III,2018,2023
Ford,YVDA,2.3L EcoBoost RS,Benzin,avoid,11,Focus DYB,2016,2018
Ford,YYJE,1.0L EcoBoost,Benzin,avoid,6,Puma II,2019,2021
Ford,YZDA,1.5L EcoBoost,Benzin,avoid,6,Focus DEH,2018,2024
Ford,199A3000,1.3L Multijet,Diesel,neutral,6,Ka RU8,2009,2013
Ford,AAA,2.8L VR6,Benzin,neutral,6,Galaxy WGR,1995,2000
Ford,ALDA,2.0L Zetec-E,Benzin,neutral,6,Focus DAW,1998,2004
Ford,ALDA,2.0L Turbo,Benzin,neutral,7,Focus DAW,2002,2003
Ford,ALDB,2.0L Zetec-E ST170,Benzin,neutral,9,Focus DAW,2002,2004
Ford,AOBA,2.0L Duratec-HE,Benzin,neutral,6,Mondeo BA7,2007,2010
Ford,AODA,2.0L Duratec HE,Benzin,neutral,6,Focus DA3; C-Max DM2,2003,2011
Ford,AOWA,2.0L Duratec-HE,Benzin,neutral,6,S-Max WA6; Galaxy WA6,2006,2010
Ford,AYL,2.8L VR6,Benzin,neutral,6,Galaxy WGR,2000,2006
Ford,AZBA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo BA7,2007,2010
Ford,B7DA,1.0L EcoBoost,Benzin,neutral,6,Focus DEH,2018,2021
Ford,B7JA,1.0L EcoBoost mHEV,Benzin,neutral,6,Puma II,2019,2024
Ford,BGCA,2.5L Hybrid,Benzin,neutral,7,S-Max II; Galaxy III,2021,2023
Ford,BHDA,1.8L Endura-DI Turbo,Diesel,neutral,6,Focus DAW,1999,2004
Ford,BQWA,3.0L EcoBoost V6,Benzin,neutral,7,Explorer VI,2019,2024
Ford,BZJA,1.0L EcoBoost mHEV,Benzin,neutral,6,Puma II,2019,2026
Ford,C15HDTX,1.5L EcoBoost,Benzin,neutral,6,S-Max II; Galaxy III,2018,2023
Ford,C9DA,1.8L Endura-DI,Diesel,neutral,6,Focus DAW,1999,2004
Ford,Capri-RWD-89,Elektromotor Hinterachse,Elektro,neutral,6,Capri I,2024,2026
Ford,CFBA,1.8L Duratec SCi,Benzin,neutral,6,Mondeo B4Y,2003,2007
Ford,CGBA,1.8L Zetec-E,Benzin,neutral,6,Mondeo B4Y,2001,2007
Ford,CHBA,1.8L Duratec-HE,Benzin,neutral,6,Mondeo B4Y,2001,2007
Ford,CJBA,2.0L Duratec-HE,Benzin,neutral,6,Mondeo B4Y,2001,2007
Ford,Coyote-Gen3,5.0L Ti-VCT V8,Benzin,neutral,7,Mustang S550; Mustang S650,2015,2026
Ford,Coyote-S197,5.0L Ti-VCT V8,Benzin,neutral,6,Mustang S197,2010,2014
Ford,Coyote-S197-Boss,5.0L Ti-VCT V8 Boss,Benzin,neutral,8,Mustang S197,2012,2013
Ford,CSDA,1.8L Duratec-HE,Benzin,neutral,7,C-Max DM2,2003,2010
Ford,D5BA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo B4Y,2001,2007
Ford,D6BA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo B4Y,2001,2007
Ford,Duratec-37,3.7L V6,Benzin,neutral,6,Mustang S550,2015,2017
Ford,Duratec-ST-2.0,2.0L Duratec ST,Benzin,neutral,6,Fiesta Mk5,2004,2008
Ford,Duratorq-3.2-TDCi,3.2L TDCi,Diesel,neutral,6,Ranger III,2011,2015
Ford,Duratorq-TDCi-2.0-140,2.0L TDCi Duratorq Facelift,Diesel,neutral,7,Kuga I,2010,2012
Ford,E5SA,2.3L Duratec-HE,Benzin,neutral,6,Galaxy WGR,1997,2006
Ford,EcoBlue-1.5-EcoSport,1.5L EcoBlue TDCi,Diesel,neutral,6,EcoSport I,2017,2026
Ford,EcoBlue-1.5-Kuga3,1.5L EcoBlue,Diesel,neutral,7,Kuga III,2019,2022
Ford,EcoBoost-2.3-Mustang,2.3L EcoBoost,Benzin,neutral,6,Mustang S550,2015,2024
Ford,EYDA,1.4L Zetec-SE,Benzin,neutral,6,Focus DAW,1999,2004
Ford,EYDB,1.8L Zetec-E,Benzin,neutral,6,Focus DAW,1998,2004
Ford,F6JA,1.4L TDCi,Diesel,neutral,6,Fiesta JH,2001,2008
Ford,FMBA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo B4Y,2002,2007
Ford,FYDA,1.6L Zetec-SE,Benzin,neutral,6,Focus DAW,1998,2004
Ford,G6DA,2.0L TDCi,Diesel,neutral,7,Focus DA3; C-Max DM2,2003,2012
Ford,G6DG,2.0L TDCi Duratorq,Diesel,neutral,7,Kuga I,2008,2010
Ford,HUBA,2.5L Turbo,Benzin,neutral,12,Focus DA3; Mondeo BA7,2005,2011
Ford,HUWA,2.5L Duratec-ST,Benzin,neutral,7,S-Max WA6,2006,2010
Ford,HXJA,1.6L Ti-VCT,Benzin,neutral,6,Fiesta JA8,2008,2012
Ford,HXJB,1.6L Ti-VCT,Benzin,neutral,6,Fiesta JA8,2011,2012
Ford,HYDB,2.5L Duratec,Benzin,neutral,6,Kuga I,2008,2010
Ford,IQJC,1.6L Ti-VCT,Benzin,neutral,6,Fiesta JA8,2012,2017
Ford,IVMA-CMax-Hybrid,2.0L Atkinson Hybrid,Benzin,neutral,6,C-Max DM2,2014,2020
Ford,JAJA,1.3L Endura-E,Benzin,neutral,6,Ka RBT; Fiesta JH,1996,2008
Ford,JTBB,1.6L EcoBoost,Benzin,neutral,6,Mondeo BA7,2010,2014
Ford,JTJA,1.6L EcoBoost,Benzin,neutral,6,Fiesta JA8,2013,2017
Ford,JTJC,1.6L EcoBoost,Benzin,neutral,6,Fiesta JA8,2013,2017
Ford,KNBA,2.2L Duratorq TDCi,Diesel,neutral,7,Mondeo BA7; S-Max WA6,2010,2015
Ford,L1L,1.6L Zetec-E,Benzin,neutral,6,Mondeo BAP,1998,2000
Ford,LCBD,2.5L Duratec-VE,Benzin,neutral,6,Mondeo B4Y,2001,2007
Ford,M1JL,1.0L EcoBoost,Benzin,neutral,6,Fiesta JA8; B-Max JK8; Fiesta HJ,2012,2020
Ford,M1JN,1.0L EcoBoost,Benzin,neutral,6,Fiesta HJ,2020,2023
Ford,M8MA,1.5L EcoBoost,Benzin,neutral,7,Kuga II; Kuga III,2016,2026
Ford,Mach-E-ER-AWD,Dual-Motor Extended Range AWD,Elektro,neutral,6,Mustang Mach-E I,2020,2026
Ford,Mach-E-ER-RWD,Elektromotor Hinterachse Extended Range,Elektro,neutral,6,Mustang Mach-E I,2020,2026
Ford,Mach-E-GT,Dual-Motor GT Extended Range,Elektro,neutral,6,Mustang Mach-E I,2020,2026
Ford,Mach-E-SR-AWD,Dual-Motor Standard Range AWD,Elektro,neutral,6,Mustang Mach-E I,2020,2026
Ford,Mach-E-SR-RWD,Elektromotor Hinterachse Standard Range,Elektro,neutral,6,Mustang Mach-E I,2020,2026
Ford,MEBA,3.0L Duratec-ST,Benzin,neutral,6,Mondeo B4Y,2002,2007
Ford,MUDA,1.6L Duratec Ti-VCT,Benzin,neutral,6,B-Max I,2012,2017
Ford,Mustang-Shelby-GT500-S197,5.4L Supercharged V8,Benzin,neutral,7,Mustang S197,2010,2014
Ford,Mustang-V6-S197,3.7L V6,Benzin,neutral,7,Mustang S197,2011,2014
Ford,NGA,2.0L Zetec-E,Benzin,neutral,6,Mondeo BAP,1996,2000
Ford,NSE,2.0L Zetec-E,Benzin,neutral,6,Galaxy WGR,1995,2006
Ford,P4JA,1.0L EcoBoost,Benzin,neutral,6,Fiesta HJ,2019,2023
Ford,PNBA,1.6L Duratec-Ti,Benzin,neutral,6,Mondeo BA7,2007,2015
Ford,PNDA,1.6L Ti-VCT,Benzin,neutral,6,Focus DYB; C-Max DXA,2010,2015
Ford,Puma-Gen-E,Elektromotor,Elektro,neutral,6,Puma II,2025,2026
Ford,Q4BA,2.2L Duratorq TDCi,Diesel,neutral,6,Mondeo BA7,2007,2010
Ford,Q4WA,2.2L Duratorq TDCi,Diesel,neutral,7,S-Max WA6; Galaxy WA6,2006,2010
Ford,QQDA,1.8L Duratec HE,Benzin,neutral,6,Focus DA3,2005,2011
Ford,QQDB,1.8L Duratec-HE,Benzin,neutral,7,C-Max DM2,2007,2010
Ford,QXBA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo BA7,2007,2010
Ford,QXWA,2.0L Duratorq TDCi,Diesel,neutral,7,S-Max WA6; Galaxy WA6,2006,2010
Ford,R9DC,2.0L EcoBoost ST,Benzin,neutral,6,Focus DYB,2012,2014
Ford,R9DC-ECOSPORT,2.0L Ti-VCT GDi,Benzin,neutral,6,EcoSport I,2017,2022
Ford,REBA,3.0L Duratec-VE,Benzin,neutral,6,Mondeo B4Y,2003,2007
Ford,RFN,1.8L Endura-TDE,Diesel,neutral,6,Mondeo BAP,1996,2000
Ford,RKB,1.8L Zetec-E,Benzin,neutral,6,Mondeo BAP,1996,2000
Ford,SEB,2.5L Duratec-VE,Benzin,neutral,6,Mondeo BAP,1996,2000
Ford,SEWA,2.3L Duratec-HE,Benzin,neutral,6,S-Max WA6; Galaxy WA6,2006,2010
Ford,SFJA,1.5L TDCi,Diesel,neutral,6,Ka+ 2016,2016,2019
Ford,SFJA-ECOSPORT,1.5L TDCi,Diesel,neutral,6,B-Max I; EcoSport I,2012,2017
Ford,SFJD,1.5L TDCi,Diesel,neutral,6,Fiesta JA8,2012,2017
Ford,SFJH,1.5L TDCi,Diesel,neutral,6,Fiesta HJ,2017,2020
Ford,SGA,2.5L Duratec-ST,Benzin,neutral,6,Mondeo BAP,1999,2000
Ford,SHDB,1.6L Duratec Ti-VCT,Benzin,neutral,6,Focus DA3,2005,2011
Ford,T7CJ,2.0L EcoBlue TDCi,Diesel,neutral,7,S-Max II; Galaxy III,2015,2019
Ford,TDCi-2.0-Kuga2,2.0L TDCi,Diesel,neutral,7,Kuga II,2012,2016
Ford,TXBA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo BA7,2010,2014
Ford,TXDB,2.0L Duratorq TDCi,Diesel,neutral,7,C-Max DXA,2010,2015
Ford,TYBA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo BA7,2010,2014
Ford,TYDA,2.0L TDCi,Diesel,neutral,7,Focus DYB,2011,2018
Ford,UACA,2.0L Atkinson,Benzin,neutral,6,Mondeo CD391,2014,2022
Ford,UEJB,1.4L TDCi,Diesel,neutral,6,Fusion JU2; Fiesta JA8,2001,2013
Ford,UFBA,2.0L Duratorq TDCi,Diesel,neutral,7,Mondeo BA7,2010,2014
Ford,UFDB,2.0L Duratorq TDCi,Diesel,neutral,7,C-Max DXA,2010,2015
Ford,UFWA,2.0L Duratorq TDCi,Diesel,neutral,7,S-Max WA6; Galaxy WA6,2010,2015
Ford,UGCC,1.5L EcoBlue TDCi,Diesel,neutral,6,Mondeo CD391,2015,2022
Ford,UNCI,1.5L EcoBoost,Benzin,neutral,6,S-Max II; Galaxy III,2015,2019
Ford,Volvo-B5254-Focus-ST,2.5L Turbo,Benzin,neutral,6,Focus FLH,2005,2011
Ford,XWDA,1.5L EcoBlue,Diesel,neutral,6,EcoSport I; C-Max DXA,2015,2020
Ford,XWDB,1.5L EcoBlue,Diesel,neutral,6,Puma II,2020,2021
Ford,XXDA,1.5L EcoBlue TDCi,Diesel,neutral,7,C-Max DXA,2015,2019
Ford,XZGA,1.0L EcoBoost mHEV,Benzin,neutral,6,Focus DEH,2020,2024
Ford,Y5DC,2.3L EcoBoost ST,Benzin,neutral,8,Focus DEH,2019,2024
Ford,YLDC,2.0L EcoBlue MHEV,Diesel,neutral,7,Kuga III,2020,2022
Ford,YZJA,1.5L EcoBoost,Benzin,neutral,7,Fiesta HJ,2018,2023
Ford,YZJA-PUMA,1.5L EcoBoost ST,Benzin,neutral,6,Puma II,2020,2024
Ford,ZTDB,1.5L EcoBlue,Diesel,neutral,6,Focus DEH,2018,2024
Ford,B2KA,1.2L Ti-VCT,Benzin,recommended,8,Ka RU8; Ka+ 2016,2008,2020
Ford,Duratec-HE-2.0-FLH,2.0L Duratec HE,Benzin,recommended,6,Focus DAW,2001,2005
Ford,FXJA,1.4L Duratec,Benzin,recommended,6,Fusion JU2; Fiesta JH; Fiesta JA8,2001,2012
Ford,HWDA,1.6L Duratec 16V,Benzin,recommended,6,Focus DA3,2005,2011
Ford,HXDA,1.6L Duratec-Ti,Benzin,recommended,7,C-Max DM2,2004,2007
Ford,QQJA,1.25L Duratec,Benzin,recommended,6,Fiesta JH,2001,2008
Ford,SEBA,2.3L Duratec-HE,Benzin,recommended,6,Mondeo BA7,2007,2010
Ford,SFDB,1.4L Duratec,Benzin,recommended,6,B-Max I,2012,2017
Ford,SNJA,1.25L Duratec,Benzin,recommended,6,Fiesta JH; Fiesta JA8,2001,2017
Ford,XMJA,1.25L Duratec,Benzin,recommended,6,Fiesta JA8,2008,2012
Ford,XPJC,1.1L Ti-VCT,Benzin,recommended,6,Fiesta HJ,2017,2023
Ford,XYJA,1.1L Dragon,Benzin,recommended,6,Fiesta HJ,2017,2019
Ford,YFDA,1.5L Duratec Ti-VCT,Benzin,recommended,6,EcoSport I,2013,2017
Ford,YSKD,1.2L Ti-VCT,Benzin,recommended,6,Ka+ 2016,2016,2019
Honda,LDA,1.3L IMA Hybrid,Benzin,avoid,3,Jazz GE; Insight ZE2; Civic FN,2009,2014
Honda,4EE2,1.7L CTDi,Diesel,neutral,4,Civic EP,2001,2005
Honda,B16A2,1.6L DOHC VTEC,Benzin,neutral,5,Civic EK,1995,2000
Honda,B16B,1.6L DOHC VTEC,Benzin,neutral,7,Civic EK,1997,2000
Honda,D17A,1.7L 16V,Benzin,neutral,3,FR-V BE,2004,2007
Honda,ENY1-EM,Elektro 68.8 kWh,Elektro,neutral,3,e:Ny1 I,2023,2024
Honda,F20C,2.0L VTEC,Benzin,neutral,7,S2000 AP1,1999,2003
Honda,F22C,2.2L VTEC,Benzin,neutral,6,S2000 AP2,2004,2009
Honda,K20A,2.0L i-VTEC,Benzin,neutral,6,Accord CL; CR-V RD; FR-V BE,2002,2009
Honda,K20A2,2.0L i-VTEC,Benzin,neutral,5,Civic EP,2001,2005
Honda,K20C1,2.0L VTEC Turbo,Benzin,neutral,10,Civic FK2; Civic FK8; Civic FL5,2015,2024
Honda,K20Z,2.0L i-VTEC,Benzin,neutral,6,Civic FN,2007,2011
Honda,L13B,1.3L i-VTEC,Benzin,neutral,3,Jazz GK,2015,2020
Honda,L15B,1.5L VTEC Turbo,Benzin,neutral,4,Civic FK7; Civic FL; Jazz GK; CR-V RW; HR-V RU,2015,2024
Honda,LEA,1.5L i-VTEC + IMA,Benzin,neutral,4,CR-Z ZF1,2010,2016
Honda,MCF5,Elektro 35.5 kWh,Elektro,neutral,2,e ZC7,2020,2024
Honda,N22B,2.2L i-DTEC,Diesel,neutral,4,Civic FK1; Accord CU; CR-V RE; CR-V RM,2008,2015
Honda,B20B,2.0L 16V,Benzin,recommended,3,CR-V RD1,1997,2001
Honda,D14Z6,1.4L 16V,Benzin,recommended,3,Civic EP,2001,2005
Honda,D16V1,1.6L 16V,Benzin,recommended,3,Civic EP,2001,2005
Honda,D16W,1.6L 16V,Benzin,recommended,2,HR-V GH,1999,2005
Honda,K24A,2.4L i-VTEC,Benzin,recommended,4,Accord CL; Accord CU; CR-V RE; CR-V RM,2002,2016
Honda,L12A,1.2L i-DSI,Benzin,recommended,4,Jazz GD,2002,2008
Honda,L12B,1.2L i-VTEC,Benzin,recommended,3,Jazz GE,2008,2015
Honda,L13A,1.3L i-VTEC,Benzin,recommended,3,Jazz GD; Civic FN; Civic FK1,2002,2014
Honda,L13Z,1.3L i-VTEC,Benzin,recommended,3,Jazz GE; Civic FN,2008,2015
Honda,LEB8,1.5L i-MMD e:HEV,Benzin,recommended,3,Jazz GR,2020,2024
Honda,LEC3,1.5L i-MMD e:HEV,Benzin,recommended,2,HR-V RZ,2021,2024
Honda,LFC1,2.0L i-MMD e:HEV,Benzin,recommended,3,Civic FL; CR-V RW; CR-V RZ; ZR-V I,2018,2024
Honda,N15A,1.5L i-DTEC,Diesel,recommended,3,Jazz GK,2018,2020
Honda,N16A,1.6L i-DTEC,Diesel,recommended,3,Civic FK1; Civic FK7; CR-V RM; CR-V RW; HR-V RU,2013,2020
Honda,N22A,2.2L i-CTDi,Diesel,recommended,4,Civic FN; Accord CL; CR-V RD; CR-V RE; FR-V BE,2003,2011
Honda,P10A2,1.0L VTEC Turbo,Benzin,recommended,3,Civic FK7,2017,2022
Honda,R18A,1.8L i-VTEC,Benzin,recommended,3,Civic FN; Civic FK1; FR-V BE,2006,2017
Honda,R20A,2.0L i-VTEC,Benzin,recommended,3,Accord CU; CR-V RE; CR-V RM,2006,2016
Hyundai,D4CB,2.5L CRDi,Diesel,avoid,6,H-1 A1; H-1 TQ; H-1 TQ-FL,2001,2026
Hyundai,EM17,E-GMP Permanentmagnet-Motor,Elektro,avoid,7,Ioniq 5 NE; Ioniq 5 NE-FL; Ioniq 6 CE; Kona SX2,2021,2026
Hyundai,G3LC,1.0L T-GDI (Kappa II),Benzin,avoid,6,i20 GB; i20 GB-FL; i30 PD; i30 PD-FL2; Kona OS,2016,2024
Hyundai,G4FA,1.4L (Gamma),Benzin,avoid,7,i20 PB; i20 PB-FL; i30 FD; i30 FD-FL; i30 GD,2007,2019
Hyundai,G4FJ,1.6L T-GDI (Gamma II),Benzin,avoid,5,Veloster FS-FL; Kona OS; Tucson TL,2015,2020
Hyundai,G4KC,2.4L (Theta),Benzin,avoid,7,Grandeur TG,2005,2010
Hyundai,G4KD,1.6L GDI (Nu),Benzin,avoid,6,Tucson TL; Sonata YF,2009,2020
Hyundai,G4KF,2.0L T-GDI (Theta II),Benzin,avoid,7,Genesis Coupe BK; Genesis Coupe BK-FL,2009,2016
Hyundai,G4KH,2.0L T-GDI (Theta II-N),Benzin,avoid,8,i30 PD; i30 PD-FL2; Kona OS-FL,2017,2024
Hyundai,G4KJ,2.4L GDi (Theta II),Benzin,avoid,5,Sonata NF; Santa Fe CM-FL; Santa Fe DM; Santa Fe TM,2004,2020
Hyundai,G4KN,2.5L SmartStream,Benzin,avoid,5,Santa Fe TM-FL; Tucson NX4; Santa Fe TM,2018,2024
Hyundai,G4NA,2.0L MPI (Nu),Benzin,avoid,5,ix35 LM; ix35 LM-FL; Tucson TL; Kona OS-FL; i40 VF,2009,2026
Hyundai,G6BA,2.7L V6 (Delta),Benzin,avoid,7,Coupe GK; Tucson JM; Santa Fe SM; Sonata EF-FL; Trajet FO,2000,2010
Hyundai,G6CU,3.5L V6 (Sigma),Benzin,avoid,7,Terracan HP; Santa Fe SM,2001,2006
Hyundai,Hyundai-FCEV,Brennstoffzellen-Stack,Wasserstoff,avoid,6,Nexo FE,2018,2026
Hyundai,J3,2.9L CRDi,Diesel,avoid,7,Terracan HP,2001,2006
Hyundai,D3EA,1.5L CRDi (3-Zyl),Diesel,neutral,5,Getz TB; Accent LC,2002,2005
Hyundai,D3FA,1.1L CRDi (3-Zyl),Diesel,neutral,5,i10 PA; i20 PB-FL; i20 GB,2008,2018
Hyundai,D4BH,2.5L TD,Diesel,neutral,7,Galloper II; H-1 A1; Terracan HP,1997,2007
Hyundai,D4EA,2.0L CRDi,Diesel,neutral,5,Tucson JM; Santa Fe SM; Trajet FO; Sonata NF; Elantra XD,2000,2010
Hyundai,D4EB,2.2L CRDi,Diesel,neutral,5,Santa Fe CM; Grandeur TG,2005,2012
Hyundai,D4FA,1.5L CRDi,Diesel,neutral,5,Getz TB-FL; Accent MC; Matrix FC,2001,2010
Hyundai,D4FB,1.6L CRDi,Diesel,neutral,6,i20 PB; i30 FD; i30 FD-FL; i30 GD; i30 PD,2006,2020
Hyundai,D4FC,1.4L CRDi,Diesel,neutral,5,i20 PB; i20 PB-FL; i20 GB; i30 GD; ix20 JC,2010,2019
Hyundai,D4FD,1.7L CRDi,Diesel,neutral,5,ix35 LM; Tucson TL; i40 VF,2009,2019
Hyundai,D4FE,1.6L CRDi (Smartstream),Diesel,neutral,7,i30 PD-FL; i30 PD-FL2; Kona OS; Kona OS-FL; Tucson TL-FL,2018,2024
Hyundai,D4HA,2.0L CRDi,Diesel,neutral,5,ix35 LM; Tucson TL; Santa Fe DM; Santa Fe TM,2009,2020
Hyundai,D4HB,2.2L CRDi (Smartstream),Diesel,neutral,6,Santa Fe TM; Santa Fe TM-FL; Staria US4; Santa Fe CM-FL; Santa Fe MX5,2009,2026
Hyundai,D6EA,3.0L V6 CRDi,Diesel,neutral,7,ix55 EN,2008,2012
